ID,Table,Column,Tags,ValueControl,Title,Description,UsedFor,Decimal,EnumValue,EnumList,VariableList,DateValue,Photo,URL,File,LastEditBy,LastEditOn,Name_en,Name_hi,Name_mr,ActionIcon
OPT_42ed45ce,Variable,,"Option , None , ID Connected to Variable",Enum,No,,Option item for None,,No,,,,,,,DevNoMi,08/10/2026 08:57:11,No,नहीं,नाही,
OPT_72135362,Variable,,"Option , None , ID Connected to Variable",Enum,No,,Option item for None,,No,,,,,,,DevNoMi,08/10/2026 08:57:11,No,नहीं,नाही,
OPT_a63d1653,Variable,,"Option , None , ID Connected to Variable",Enum,नेबार,,Option item for None,,नेबार,,,,,,,DevNoMi,08/10/2026 08:57:11,नेबार,नेबार,नेबार,
OPT_Sometimes,Variable,,"Option , None , ID Connected to Variable",Enum,Sometimes,,Option item for None,,Sometimes,,,,,,,DevNoMi,08/10/2026 08:57:11,Sometimes,कभी-कभी,कधीकधी,
OPT_Regularly,Variable,,"Option , None , ID Connected to Variable",Enum,Regularly,,Option item for None,,Regularly,,,,,,,DevNoMi,08/10/2026 08:57:11,Regularly,नियमित रूप से,नियमितपणे,
OPT_NoMeetings,Variable,,"Option , None , ID Connected to Variable",Enum,Meetings do not happen,,Option item for None,,Meetings do not happen,,,,,,,DevNoMi,08/10/2026 08:57:11,Meetings do not happen,बैठकें नहीं होतीं,बैठका होत नाहीत,
OPT_DontMeetings,Variable,,"Option , None , ID Connected to Variable",Enum,I don’t attend meetings,,Option item for None,,I don’t attend meetings,,,,,,,DevNoMi,08/10/2026 08:57:11,I don’t attend meetings,मैं बैठकों में भाग नहीं लेता,मी सभांना उपस्थित राहत नाही.,
OPT_ManagesDistribution,Variable,,"Option , None , ID Connected to Variable",Enum,It manages distribution of water and maintains the structure,,Option item for None,,It manages distribution of water and maintains the structure,,,,,,,DevNoMi,08/10/2026 08:57:11,It manages distribution of water and maintains the structure,यह जल वितरण का प्रबंधन करता है और संरचना का रखरखाव करता है।,ते पाण्याच्या वितरणाचे व्यवस्थापन करते आणि संरचनेची देखभाल करते.,
OPT_FormsRules,Variable,,"Option , None , ID Connected to Variable",Enum,It forms rules for water distribution and resolves conflict,,Option item for None,,It forms rules for water distribution and resolves conflict,,,,,,,DevNoMi,08/10/2026 08:57:11,It forms rules for water distribution and resolves conflict,यह जल वितरण के नियम बनाता है और विवादों का समाधान करता है।,ते पाणी वितरणाचे नियम बनवते आणि संघर्ष सोडवते.,
OPT_ImposesFees,Variable,,"Option , None , ID Connected to Variable",Enum,It imposes fees and impose sanctions on breaking rules,,Option item for None,,It imposes fees and impose sanctions on breaking rules,,,,,,,DevNoMi,08/10/2026 08:57:11,It imposes fees and impose sanctions on breaking rules,यह नियमों के उल्लंघन पर जुर्माना लगाता है और प्रतिबंध भी लगाता है।,ते नियम मोडल्यास शुल्क आणि दंड आकारते.,
OPT_NoFunction,Variable,,"Option , None , ID Connected to Variable",Enum,I don’t know the functions.,,Option item for None,,I don’t know the functions.,,,,,,,DevNoMi,08/10/2026 08:57:11,I don’t know the functions.,मुझे इसके कार्यों का ज्ञान नहीं है।,मला कार्यप्रणाली माहित नाही.,
OPT_Paddy,Variable,,"Option , None , ID Connected to Variable",Enum,Paddy,,Option item for None,,Paddy,,,,,,,DevNoMi,08/10/2026 08:57:11,Paddy,धान का खेत,भात,
OPT_Paddy with intercrop,Variable,,"Option , None , ID Connected to Variable",Enum,Paddy with intercrop,,Option item for None,,Paddy with intercrop,,,,,,,DevNoMi,08/10/2026 08:57:11,Paddy with intercrop,अंतरफसल के साथ धान,आंतरपिकासह भात,
OPT_Cotton,Variable,,"Option , None , ID Connected to Variable",Enum,Cotton,,Option item for None,,Cotton,,,,,,,DevNoMi,08/10/2026 08:57:11,Cotton,कपास,कापूस,
OPT_Cotton with intercrop,Variable,,"Option , None , ID Connected to Variable",Enum,Cotton with intercrop,,Option item for None,,Cotton with intercrop,,,,,,,DevNoMi,08/10/2026 08:57:11,Cotton with intercrop,अंतरफसल के साथ कपास,आंतरपिकांसह कापूस,
OPT_Soyabean,Variable,,"Option , None , ID Connected to Variable",Enum,Soyabean,,Option item for None,,Soyabean,,,,,,,DevNoMi,08/10/2026 08:57:11,Soyabean,सोया बीन,सोयाबीन,
OPT_Soyabeab with intercrop,Variable,,"Option , None , ID Connected to Variable",Enum,Soyabeab with intercrop,,Option item for None,,Soyabeab with intercrop,,,,,,,DevNoMi,08/10/2026 08:57:11,Soyabeab with intercrop,अंतरफसल के साथ सोयाबीन,आंतरपीकासह सोयाबीन,
OPT_Jowar,Variable,,"Option , None , ID Connected to Variable",Enum,Jowar,,Option item for None,,Jowar,,,,,,,DevNoMi,08/10/2026 08:57:11,Jowar,ज्वार,ज्वार,
OPT_Jowar with intercrop,Variable,,"Option , None , ID Connected to Variable",Enum,Jowar with intercrop,,Option item for None,,Jowar with intercrop,,,,,,,DevNoMi,08/10/2026 08:57:11,Jowar with intercrop,ज्वार के साथ अंतर्फसल,आंतरपीक असलेले ज्वारी,
OPT_Maize,Variable,,"Option , None , ID Connected to Variable",Enum,Maize,,Option item for None,,Maize,,,,,,,DevNoMi,08/10/2026 08:57:11,Maize,मक्का,मका,
OPT_Maize with intercrop,Variable,,"Option , None , ID Connected to Variable",Enum,Maize with intercrop,,Option item for None,,Maize with intercrop,,,,,,,DevNoMi,08/10/2026 08:57:11,Maize with intercrop,अंतरफसल के साथ मक्का,आंतरपिकासह मका,
OPT_Kodo or Kodra,Variable,,"Option , None , ID Connected to Variable",Enum,Kodo or Kodra,,Option item for None,,Kodo or Kodra,,,,,,,DevNoMi,08/10/2026 08:57:11,Kodo or Kodra,कोडो या कोड्रा,कोडो किंवा कोड्रा,
OPT_Vangi (Brinjal,Variable,,"Option , None , ID Connected to Variable",Enum,Vangi (Brinjal,,Option item for None,,Vangi (Brinjal,,,,,,,DevNoMi,08/10/2026 08:57:11,Vangi (Brinjal,वांगी (बैंगन),वांगी (वांगी),
OPT_Kaanda (Onion),Variable,,"Option , None , ID Connected to Variable",Enum,Kaanda (Onion),,Option item for None,,Kaanda (Onion),,,,,,,DevNoMi,08/10/2026 08:57:11,Kaanda (Onion),कांडा (प्याज),कांदा,
OPT_Sweet potato,Variable,,"Option , None , ID Connected to Variable",Enum,Sweet potato,,Option item for None,,Sweet potato,,,,,,,DevNoMi,08/10/2026 08:57:11,Sweet potato,शकरकंद,रताळे,
OPT_Til (Sesame),Variable,,"Option , None , ID Connected to Variable",Enum,Til (Sesame),,Option item for None,,Til (Sesame),,,,,,,DevNoMi,08/10/2026 08:57:11,Til (Sesame),तिल,तीळ,
OPT_Alshi ( Linseed),Variable,,"Option , None , ID Connected to Variable",Enum,Alshi ( Linseed),,Option item for None,,Alshi ( Linseed),,,,,,,DevNoMi,08/10/2026 08:57:11,Alshi ( Linseed),अलशी (अलसी),अलशी (जवस),
OPT_NREGA/MREGS,Variable,,"Option , None , ID Connected to Variable",Enum,NREGA/MREGS,,Option item for None,,NREGA/MREGS,,,,,,,DevNoMi,08/10/2026 08:57:11,NREGA/MREGS,एनआरईजीए/एमआरईजीएस,,
OPT_SwavlambanYojna,Variable,,"Option , None , ID Connected to Variable",Enum,Dr B R Ambedkar Swavlamban Yojna,,Option item for None,,Dr B R Ambedkar Swavlamban Yojna,,,,,,,DevNoMi,08/10/2026 08:57:11,Dr B R Ambedkar Swavlamban Yojna,डॉ बी आर अंबेडकर स्वावलंबन योजना,,
OPT_MundaKrishi,Variable,,"Option , None , ID Connected to Variable",Enum,Birsa Munda Krishi Kranti Yojna,,Option item for None,,Birsa Munda Krishi Kranti Yojna,,,,,,,DevNoMi,08/10/2026 08:57:11,Birsa Munda Krishi Kranti Yojna,बिरसा मुंडा कृषि क्रांति योजना,,
OPT_RashtriyaVikas,Variable,,"Option , None , ID Connected to Variable",Enum,Rashtriya Vikas Yojna,,Option item for None,,Rashtriya Vikas Yojna,,,,,,,DevNoMi,08/10/2026 08:57:11,Rashtriya Vikas Yojna,राष्ट्रीय विकास योजना,,
OPT_f097de87,Variable,,"Option , None , ID Connected to Variable",Enum,Dhadak Yojana Scheme Panchayat Samiti,,Option item for None,,Dhadak Yojana Scheme Panchayat Samiti,,,,,,,DevNoMi,08/10/2026 08:57:11,Dhadak Yojana Scheme Panchayat Samiti,धड़क योजना योजना पंचायत समिति,धडक योजना योजना पंचायत समिती,
OPT_bd727454,Variable,,"Option , None , ID Connected to Variable",Enum,None,,Option item for None,,None,,,,,,,DevNoMi,08/10/2026 08:57:11,None,कोई नहीं,काहीही नाही,
OPT_30c6613e,Variable,,"Option , None , ID Connected to Variable",Enum,Talao,,Option item for None,,Talao,,,,,,,DevNoMi,08/10/2026 08:57:11,Talao,तालाब,तालाव,
OPT_ee4a9e09,Variable,,"Option , None , ID Connected to Variable",Enum,Talav,,Option item for None,,Talav,,,,,,,DevNoMi,08/10/2026 08:57:11,Talav,तालाब,तालाव,
OPT_48f36367,Variable,,"Option , None , ID Connected to Variable",Enum,Govt. Job,,Option item for None,,Govt. Job,,,,,,,DevNoMi,08/10/2026 08:57:11,Govt. Job,सरकारी नौकरी,,
OPT_21d0d293,Variable,,"Option , None , ID Connected to Variable",Enum,Gram Panchayat Water,,Option item for None,,Gram Panchayat Water,,,,,,,DevNoMi,08/10/2026 08:57:11,Gram Panchayat Water,ग्राम पंचायत जल,ग्रामपंचायत पाणी,
OPT_ce290d2f,Variable,,"Option , None , ID Connected to Variable",Enum,Gram Panchayat Water,,Option item for None,,Gram Panchayat Water,,,,,,,DevNoMi,08/10/2026 08:57:11,Gram Panchayat Water,ग्राम पंचायत जल,ग्रामपंचायत पाणी,
OPT_632446fe,Variable,,"Option , None , ID Connected to Variable",Enum,Gram Panchayat Water,,Option item for None,,Gram Panchayat Water,,,,,,,DevNoMi,08/10/2026 08:57:11,Gram Panchayat Water,ग्राम पंचायत जल,ग्रामपंचायत पाणी,
OPT_643ccbeb,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_fd66682a,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_9d134f28,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_76a98fdf,Variable,,"Option , None , ID Connected to Variable",Enum,NA,,Option item for None,,NA,,,,,,,DevNoMi,08/10/2026 08:57:11,NA,ना,NA,
OPT_cfd01390,Variable,,"Option , None , ID Connected to Variable",Enum,NA,,Option item for None,,NA,,,,,,,DevNoMi,08/10/2026 08:57:11,NA,ना,NA,
OPT_d2297ee4,Variable,,"Option , None , ID Connected to Variable",Enum,NA,,Option item for None,,NA,,,,,,,DevNoMi,08/10/2026 08:57:11,NA,ना,NA,
OPT_2cb5cc30,Variable,,"Option , None , ID Connected to Variable",Enum,Mango,,Option item for None,,Mango,,,,,,,DevNoMi,08/10/2026 08:57:11,Mango,आम,आंबा,
OPT_3ad22f9d,Variable,,"Option , None , ID Connected to Variable",Enum,Gram Panchayat Water,,Option item for None,,Gram Panchayat Water,,,,,,,DevNoMi,08/10/2026 08:57:11,Gram Panchayat Water,ग्राम पंचायत जल,ग्रामपंचायत पाणी,
OPT_0d705e6b,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_cef3da54,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_24d481cf,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_Na,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_N/A,Variable,,"Option , None , ID Connected to Variable",Enum,Not Applicable,,Option item for None,,Not Applicable,,,,,,,DevNoMi,08/10/2026 08:57:11,Not Applicable,लागू नहीं,लागू नाही,
OPT_10a88d31,Variable,,"Option , None , ID Connected to Variable",Enum,Rainfed,,Option item for None,,Rainfed,,,,,,,DevNoMi,08/10/2026 08:57:11,Rainfed,रेनफेड,पावसावर अवलंबून,
OPT_311d4c71,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_4d5385b5,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_43dd8fd0,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_65a360ef,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_fe2d27ad,Variable,,"Option , None , ID Connected to Variable",Enum,Jal jivan dhara,,Option item for None,,Jal jivan dhara,,,,,,,DevNoMi,08/10/2026 08:57:11,Jal jivan dhara,जल जीवन धारा,जल जीवन धारा,
OPT_8c6a7f55,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_401e7d71,Variable,,"Option , None , ID Connected to Variable",Enum,Panchayat Samiti Subsidy,,Option item for None,,Panchayat Samiti Subsidy,,,,,,,DevNoMi,08/10/2026 08:57:11,Panchayat Samiti Subsidy,पंचायत समिती अनुदान,पंचायत समिती अनुदान,
OPT_30d7fffe,Variable,,"Option , None , ID Connected to Variable",Enum,Kirana shop,,Option item for None,,Kirana shop,,,,,,,DevNoMi,08/10/2026 08:57:11,Kirana shop,किराणा दुकान,किराणा दुकान,
OPT_546ea22e,Variable,,"Option , None , ID Connected to Variable",Enum,NA,,Option item for None,,NA,,,,,,,DevNoMi,08/10/2026 08:57:11,NA,NA,NA,
OPT_c3896e53,Variable,,"Option , None , ID Connected to Variable",Enum,NA,,Option item for None,,NA,,,,,,,DevNoMi,08/10/2026 08:57:11,NA,NA,NA,
OPT_66c2c023,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_1d9a9ad5,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_cd6aa7ca,Variable,,"Option , None , ID Connected to Variable",Enum,Dhak sinchan yojana,,Option item for None,,Dhak sinchan yojana,,,,,,,DevNoMi,08/10/2026 08:57:11,Dhak sinchan yojana,ढक सिंचन योजना,ढक सिंचन योजना,
OPT_c9ae76c9,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_c59c5cd9,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_5497fe51,Variable,,"Option , None , ID Connected to Variable",Enum,Lakhpati Kisan Yojna,,Option item for None,,Lakhpati Kisan Yojna,,,,,,,DevNoMi,08/10/2026 08:57:11,Lakhpati Kisan Yojna,लखपती किसान योजना,लखपती किसान योजना,
OPT_26bd8f82,Variable,,"Option , None , ID Connected to Variable",Enum,Samrudh Shetkari Tata Trust,,Option item for None,,Samrudh Shetkari Tata Trust,,,,,,,DevNoMi,08/10/2026 08:57:11,Samrudh Shetkari Tata Trust,समृद्ध शेतकरी टाटा ट्रस्ट,समृद्ध शेतकरी टाटा ट्रस्ट,
OPT_5db4fc8a,Variable,,"Option , None , ID Connected to Variable",Enum,NA,,Option item for None,,NA,,,,,,,DevNoMi,08/10/2026 08:57:11,NA,NA,NA,
OPT_3a1c2a87,Variable,,"Option , None , ID Connected to Variable",Enum,Dhadak Sinchan Yojana,,Option item for None,,Dhadak Sinchan Yojana,,,,,,,DevNoMi,08/10/2026 08:57:11,Dhadak Sinchan Yojana,धडक सिंचन योजना,धडक सिंचन योजना,
OPT_7b238b1c,Variable,,"Option , None , ID Connected to Variable",Enum,Dhadak Sewa Yojana,,Option item for None,,Dhadak Sewa Yojana,,,,,,,DevNoMi,08/10/2026 08:57:11,Dhadak Sewa Yojana,धडक सेवा योजना,धडक सेवा योजना,
OPT_3e45d66b,Variable,,"Option , None , ID Connected to Variable",Enum,Cini,,Option item for None,,Cini,,,,,,,DevNoMi,08/10/2026 08:57:11,Cini,सिनी,सिनी,
OPT_8fb83868,Variable,,"Option , None , ID Connected to Variable",Enum,Rojgar hami,,Option item for None,,Rojgar hami,,,,,,,DevNoMi,08/10/2026 08:57:11,Rojgar hami,रोजगार हमी,रोजगार हमी,
OPT_d677b0b2,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_a839c08e,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_d9d8c35c,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_e50827a0,Variable,,"Option , None , ID Connected to Variable",Enum,Jawahar yojana,,Option item for None,,Jawahar yojana,,,,,,,DevNoMi,08/10/2026 08:57:11,Jawahar yojana,जवाहर योजना,जवाहर योजना,
OPT_bbefb7fd,Variable,,"Option , None , ID Connected to Variable",Enum,NA,,Option item for None,,NA,,,,,,,DevNoMi,08/10/2026 08:57:11,NA,NA,NA,
OPT_2bb65a16,Variable,,"Option , None , ID Connected to Variable",Enum,Dhadak YOJANA,,Option item for None,,Dhadak YOJANA,,,,,,,DevNoMi,08/10/2026 08:57:11,Dhadak YOJANA,धडक योजना,धडक योजना,
OPT_f25e8877,Variable,,"Option , None , ID Connected to Variable",Enum,Tur,,Option item for None,,Tur,,,,,,,DevNoMi,08/10/2026 08:57:11,Tur,टूर,टूर,
OPT_d0de2274,Variable,,"Option , None , ID Connected to Variable",Enum,Dhadak Yojana,,Option item for None,,Dhadak Yojana,,,,,,,DevNoMi,08/10/2026 08:57:11,Dhadak Yojana,धडक योजना,धडक योजना,
OPT_8906bf97,Variable,,"Option , None , ID Connected to Variable",Enum,Dhadak Yojana,,Option item for None,,Dhadak Yojana,,,,,,,DevNoMi,08/10/2026 08:57:11,Dhadak Yojana,धडक योजना,धडक योजना,
OPT_5ae9bb11,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_09bf3dd5,Variable,,"Option , None , ID Connected to Variable",Enum,NA,,Option item for None,,NA,,,,,,,DevNoMi,08/10/2026 08:57:11,NA,NA,NA,
OPT_2734284b,Variable,,"Option , None , ID Connected to Variable",Enum,Tata Trust,,Option item for None,,Tata Trust,,,,,,,DevNoMi,08/10/2026 08:57:11,Tata Trust,टाटा ट्रस्ट,टाटा ट्रस्ट,
OPT_a45739e5,Variable,,"Option , None , ID Connected to Variable",Enum,NA,,Option item for None,,NA,,,,,,,DevNoMi,08/10/2026 08:57:11,NA,NA,NA,
OPT_ff2c72b9,Variable,,"Option , None , ID Connected to Variable",Enum,Krishi seva,,Option item for None,,Krishi seva,,,,,,,DevNoMi,08/10/2026 08:57:11,Krishi seva,कृषी सेवा,कृषी सेवा,
OPT_f2fe580f,Variable,,"Option , None , ID Connected to Variable",Enum,NA,,Option item for None,,NA,,,,,,,DevNoMi,08/10/2026 08:57:11,NA,NA,NA,
OPT_07a35fb5,Variable,,"Option , None , ID Connected to Variable",Enum,NA,,Option item for None,,NA,,,,,,,DevNoMi,08/10/2026 08:57:11,NA,NA,NA,
OPT_899d0649,Variable,,"Option , None , ID Connected to Variable",Enum,SBC,,Option item for None,,SBC,,,,,,,DevNoMi,08/10/2026 08:57:11,SBC,एसबीसी,एसबीसी,
OPT_ae81330b,Variable,,"Option , None , ID Connected to Variable",Enum,Jawar YOJANA,,Option item for None,,Jawar YOJANA,,,,,,,DevNoMi,08/10/2026 08:57:11,Jawar YOJANA,जवार योजना,जवार योजना,
OPT_8139b56c,Variable,,"Option , None , ID Connected to Variable",Enum,NA,,Option item for None,,NA,,,,,,,DevNoMi,08/10/2026 08:57:11,NA,NA,NA,
OPT_ab150105,Variable,,"Option , None , ID Connected to Variable",Enum,Jawahar Yojana,,Option item for None,,Jawahar Yojana,,,,,,,DevNoMi,08/10/2026 08:57:11,Jawahar Yojana,जवाहर योजना,जवाहर योजना,
OPT_25a07a56,Variable,,"Option , None , ID Connected to Variable",Enum,Tata Trust,,Option item for None,,Tata Trust,,,,,,,DevNoMi,08/10/2026 08:57:11,Tata Trust,टाटा ट्रस्ट,टाटा ट्रस्ट,
OPT_96816073,Variable,,"Option , None , ID Connected to Variable",Enum,JAWAHAR YOJANA,,Option item for None,,JAWAHAR YOJANA,,,,,,,DevNoMi,08/10/2026 08:57:11,JAWAHAR YOJANA,जवाहर योजना,जवाहर योजना,
OPT_23f92662,Variable,,"Option , None , ID Connected to Variable",Enum,NA,,Option item for None,,NA,,,,,,,DevNoMi,08/10/2026 08:57:11,NA,NA,NA,
OPT_3ea32562,Variable,,"Option , None , ID Connected to Variable",Enum,Jawahar Yojana,,Option item for None,,Jawahar Yojana,,,,,,,DevNoMi,08/10/2026 08:57:11,Jawahar Yojana,जवाहर योजना,जवाहर योजना,
OPT_c8095a09,Variable,,"Option , None , ID Connected to Variable",Enum,Tinda,,Option item for None,,Tinda,,,,,,,DevNoMi,08/10/2026 08:57:11,Tinda,टिंडा,टिंडा,
OPT_503c7688,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_b9341e5f,Variable,,"Option , None , ID Connected to Variable",Enum,Bitar gad and tinda,,Option item for None,,Bitar gad and tinda,,,,,,,DevNoMi,08/10/2026 08:57:11,Bitar gad and tinda,Bitar gad and tinda,Bitar gad and tinda,
OPT_0d1f39bd,Variable,,"Option , None , ID Connected to Variable",Enum,Bitar gad and tinda,,Option item for None,,Bitar gad and tinda,,,,,,,DevNoMi,08/10/2026 08:57:11,Bitar gad and tinda,Bitar gad and tinda,Bitar gad and tinda,
OPT_2f9ae4f8,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_dc27a340,Variable,,"Option , None , ID Connected to Variable",Enum,"Bitar gad, tinda",,Option item for None,,"Bitar gad, tinda",,,,,,,DevNoMi,08/10/2026 08:57:11,"Bitar gad, tinda","Bitar gad, tinda","Bitar gad, tinda",
OPT_849b82cf,Variable,,"Option , None , ID Connected to Variable",Enum,"Tinda, bitar gad,",,Option item for None,,"Tinda, bitar gad,",,,,,,,DevNoMi,08/10/2026 08:57:11,"Tinda, bitar gad,","Tinda, bitar gad,","Tinda, bitar gad,",
OPT_524c568f,Variable,,"Option , None , ID Connected to Variable",Enum,Tata Trust,,Option item for None,,Tata Trust,,,,,,,DevNoMi,08/10/2026 08:57:11,Tata Trust,टाटा ट्रस्ट,टाटा ट्रस्ट,
OPT_e97b059f,Variable,,"Option , None , ID Connected to Variable",Enum,"Kairela, dodka, demsha, chaudi",,Option item for None,,"Kairela, dodka, demsha, chaudi",,,,,,,DevNoMi,08/10/2026 08:57:11,"Kairela, dodka, demsha, chaudi","कैरेला, दोडका, देमशा, चौडी","कैरेला, दोडका, देमशा, चौडी",
OPT_2912af69,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_b92aeeae,Variable,,"Option , None , ID Connected to Variable",Enum,"Kairela, dodka, demsha, chaudi",,Option item for None,,"Kairela, dodka, demsha, chaudi",,,,,,,DevNoMi,08/10/2026 08:57:11,"Kairela, dodka, demsha, chaudi","कैरेला, दोडका, देमशा, चौडी","कैरेला, दोडका, देमशा, चौडी",
OPT_cbc54157,Variable,,"Option , None , ID Connected to Variable",Enum,Na,,Option item for None,,Na,,,,,,,DevNoMi,08/10/2026 08:57:11,Na,ना,ना,
OPT_b25613d4,Variable,,"Option , None , ID Connected to Variable",Enum,Jawahar Neharu Yojana,,Option item for None,,Jawahar Neharu Yojana,,,,,,,DevNoMi,08/10/2026 08:57:11,Jawahar Neharu Yojana,जवाहर नेहरू योजना,जवाहर नेहरू योजना,
OPT_d83dc492,Variable,,"Option , None , ID Connected to Variable",Enum,Tinda,,Option item for None,,Tinda,,,,,,,DevNoMi,08/10/2026 08:57:11,Tinda,टिंडा,टिंडा,
OPT_d62228d7,Variable,,"Option , None , ID Connected to Variable",Enum,Tinda,,Option item for None,,Tinda,,,,,,,DevNoMi,08/10/2026 08:57:11,Tinda,टिंडा,टिंडा,
OPT_c983e85d,Variable,,"Option , None , ID Connected to Variable",Enum,Tinda,,Option item for None,,Tinda,,,,,,,DevNoMi,08/10/2026 08:57:11,Tinda,टिंडा,टिंडा,
OPT_095e15fa,Variable,,"Option , None , ID Connected to Variable",Enum,Tata Trust,,Option item for None,,Tata Trust,,,,,,,DevNoMi,08/10/2026 08:57:11,Tata Trust,टाटा ट्रस्ट,टाटा ट्रस्ट,
OPT_Talab,Variable,,"Option , None , ID Connected to Variable",Enum,Talab,,Option item for None,,Talab,,,,,,,DevNoMi,08/10/2026 08:57:11,Talab,तलाब,तलाब,
OPT_ed64f90a,Variable,,"Option , None , ID Connected to Variable",Enum,Nala,,Option item for None,,Nala,,,,,,,DevNoMi,08/10/2026 08:57:11,Nala,नाला,नाला,
OPT_Nahar,Variable,,"Option , None , ID Connected to Variable",Enum,Nahar,,Option item for None,,Nahar,,,,,,,DevNoMi,08/10/2026 08:57:11,Nahar,नाहर,नाहर,
OPT_ebbbae1a,Variable,,"Option , None , ID Connected to Variable",Enum,Panchayat samit,,Option item for None,,Panchayat samit,,,,,,,DevNoMi,08/10/2026 08:57:11,Panchayat samit,पंचायत समित,पंचायत समित,
OPT_Nadi,Variable,,"Option , None , ID Connected to Variable",Enum,Nadi,,Option item for None,,Nadi,,,,,,,DevNoMi,08/10/2026 08:57:11,Nadi,नाडी,नाडी,
OPT_ef10e3dc,Variable,,"Option , None , ID Connected to Variable",Enum,Nadi,,Option item for None,,Nadi,,,,,,,DevNoMi,08/10/2026 08:57:11,Nadi,नाडी,नाडी,
OPT_a0142123,Variable,,"Option , None , ID Connected to Variable",Enum,Panchayat Samiti,,Option item for None,,Panchayat Samiti,,,,,,,DevNoMi,08/10/2026 08:57:11,Panchayat Samiti,पंचायत समिती,पंचायत समिती,
OPT_a94e5ead,Variable,,"Option , None , ID Connected to Variable",Enum,Nadi,,Option item for None,,Nadi,,,,,,,DevNoMi,08/10/2026 08:57:11,Nadi,नाडी,नाडी,
OPT_9eb4d75d,Variable,,"Option , None , ID Connected to Variable",Enum,JAWAHARLAL NEHRU Yojana,,Option item for None,,JAWAHARLAL NEHRU Yojana,,,,,,,DevNoMi,08/10/2026 08:57:11,JAWAHARLAL NEHRU Yojana,जवाहरलाल नेहरू योजना,जवाहरलाल नेहरू योजना,
